text,aspect,polarity,lang
"Pizza sèche, très peu d'ingrédients et un bord énooorme tout sec pour la Regina bianca.",Pizza,neg,fr
Ça ne vaut certes pas le prix...,general,neg,fr
Ça ne vaut certes pas le prix...,general,neg,fr
Ça ne vaut certes pas le prix...,general,neg,fr
Petit endroit sympa pour manger pendant notre escale de 2h après notre balade en bateau.,endroit,pos,fr
"Le repas était correct pour une escale rapide,le patron très sympathique et le paysage magnifique.",repas,neutral,fr
"Le repas était correct pour une escale rapide,le patron très sympathique et le paysage magnifique.",patron,pos,fr
"Le repas était correct pour une escale rapide,le patron très sympathique et le paysage magnifique.",paysage,pos,fr
"Vraiment horrible certaines choses sont réchauffées, certaines pas cuites, on ne peut pas appeler ça de la cuisine!",choses,neg,fr
Vraiment nul!,general,neg,fr
"burgers excellents, on est accro dès qu'on a gouté.",burgers,pos,fr
"Le ""complet"" est fameux, à la hauteur du ""samourai"" de son concurrent le bigban.",complet,pos,fr
"Le ""complet"" est fameux, à la hauteur du ""samourai"" de son concurrent le bigban.",samourai,pos,fr
"Le ""complet"" est fameux, à la hauteur du ""samourai"" de son concurrent le bigban.",bigban,pos,fr
Cela me manque!,general,pos,fr
unique à Besançon.,general,pos,fr
En plus le cuisinier est adorable.,cuisinier,pos,fr
A emporter uniquement.,general,neutral,fr
"Oui c'est frais,",general,pos,fr
"Oui, c'est plutôt cuit à point",general,pos,fr
"La complexité annoncée des plats, elle est ou ?",plats,neg,fr
Ce n'est pas à tomber par terre,general,neg,fr
"Il y peut y avoir des sauces ""sur etagere"" dans les plats cuisines",sauces,neg,fr
"Bref, rien qui justifie 3 heures à table pour 2 plats pour 4 personnes, si ce n'est un bon moyen de se démarquer des autres restaus Viêt/thaï .",general,neg,fr
De la bonne com !,general,neg,fr
Accueil zero,Accueil,neg,fr
REFUS DU PASSTIME alors qu'ils sont dedans et prévenu à la réservation et en arrivant.,general,neg,fr
C'est une BELLE ARNAQUE !!!!,general,neg,fr
On s'est fait INSULTER par le responsable le 20 décembre 2014 c'est INADMISSIBLE !!!!,responsable,neg,fr
Dommage pour les patrons qui perdent du monde à cause de l'employé qui se prend pour un patron justement !,employé,neg,fr
Un jeune serveur très sympa je le plaint !,serveur,pos,fr
ADIEU !!!,general,neg,fr
Le cadre est vraiment sympathique et la déco très agréable ce qui contraste avec le peu d'amabilité d'une des serveuses assez désagréable et passée maître dans l'art de faire des réflexions à la clientèle.,cadre,pos,fr
Le cadre est vraiment sympathique et la déco très agréable ce qui contraste avec le peu d'amabilité d'une des serveuses assez désagréable et passée maître dans l'art de faire des réflexions à la clientèle.,déco,pos,fr
Le cadre est vraiment sympathique et la déco très agréable ce qui contraste avec le peu d'amabilité d'une des serveuses assez désagréable et passée maître dans l'art de faire des réflexions à la clientèle.,serveuses,neg,fr
"L'autre serveuse étant, pour sa part , très gauche dans le service.",service,neg,fr
Et pour parfaire le tout la musique très forte de l'espace lounge empêche toute conversation entre les convives ce qui est dommage car la cuisine est bonne dans son ensemble hormis les desserts qui nous ont été vendus comme desserts maison mais qui semblent plutôt sortir de chez Metro ou autres fournisseurs restauration!,musique,neg,fr
Et pour parfaire le tout la musique très forte de l'espace lounge empêche toute conversation entre les convives ce qui est dommage car la cuisine est bonne dans son ensemble hormis les desserts qui nous ont été vendus comme desserts maison mais qui semblent plutôt sortir de chez Metro ou autres fournisseurs restauration!,desserts,neg,fr
Et pour parfaire le tout la musique très forte de l'espace lounge empêche toute conversation entre les convives ce qui est dommage car la cuisine est bonne dans son ensemble hormis les desserts qui nous ont été vendus comme desserts maison mais qui semblent plutôt sortir de chez Metro ou autres fournisseurs restauration!,cuisine,pos,fr
Pour conclure la carte comporte quelques fautes d'orthographe.,general,neg,fr
Il suffirait de peu de chose pour améliorer l'ensemble.,general,neg,fr
Une cuisine simple avec des produits frais et cuisinés maison.,cuisine,pos,fr
Une cuisine simple avec des produits frais et cuisinés maison.,produits,pos,fr
Accueil chaleureux.,Accueil,pos,fr
Même les petits biscuits qui accompagnent le café sont faits maison.,biscuits,pos,fr
"Rien à dire, simple mais très bon et très frais.",general,pos,fr
Accueil au top !,Accueil,pos,fr
Restaurant sans pretention d'après la devanture mais avec une cuisine de qualité !,Restaurant,neutral,fr
Restaurant sans pretention d'après la devanture mais avec une cuisine de qualité !,cuisine,pos,fr
Kir offert avec une mise en appetit avec des rillettes et du saucisson.,general,pos,fr
"Peu de choix à la carte, mais c'est aussi comme ça qu'on a plus de chance de faire des bons plats!",carte,neutral,fr
"Peu de choix à la carte, mais c'est aussi comme ça qu'on a plus de chance de faire des bons plats!",plats,pos,fr
Et c'est reussi !,general,pos,fr
C'est ma cantine j'adore !,general,pos,fr
Continuez comme ça je vous encourage chaudement !,general,pos,fr
"Un local sympathique, un personnel très jeune, agréable, au bar comme au restaurant.",local,pos,fr
"Un local sympathique, un personnel très jeune, agréable, au bar comme au restaurant.",personnel,pos,fr
"Le rapport qualité-prix reste tendu, un peu cher pour les repas, même si l'espace est intéressant, entre les arbres.",general,neg,fr
"Le rapport qualité-prix reste tendu, un peu cher pour les repas, même si l'espace est intéressant, entre les arbres.",repas,neg,fr
"Le rapport qualité-prix reste tendu, un peu cher pour les repas, même si l'espace est intéressant, entre les arbres.",espace,pos,fr
"Le rapport qualité-prix reste tendu, un peu cher pour les repas, même si l'espace est intéressant, entre les arbres.",general,neg,fr
"Le rapport qualité-prix reste tendu, un peu cher pour les repas, même si l'espace est intéressant, entre les arbres.",repas,neutral,fr
L'intérêt serait d'y découvrir de jeunes artistes qui s'y produisent régulièrement.,general,pos,fr
"Malheureusement, ils ne sont guère respectés: mauvaise acoustique, public bruyant.",general,neg,fr
Il faudrait inviter les gérants à permettre un son écoutable.,general,neg,fr
"Le concept avait l'air sympa, mais de qui se moque t'on?",general,neg,fr
Les quantités sont microscopiques et les prix stratosphériques!,quantités,neg,fr
Les quantités sont microscopiques et les prix stratosphériques!,general,neg,fr
"Compter environ 20€ pour un oeuf cocotte (même pas cuit correctement), un plat comprenant environ 50g de poulet et 3 haricots verts et deux rondelles de pomme de terre et une salade de fruit...",oeuf cocotte,neg,fr
"Compter environ 20€ pour un oeuf cocotte (même pas cuit correctement), un plat comprenant environ 50g de poulet et 3 haricots verts et deux rondelles de pomme de terre et une salade de fruit...",oeuf cocotte,neg,fr
"Compter environ 20€ pour un oeuf cocotte (même pas cuit correctement), un plat comprenant environ 50g de poulet et 3 haricots verts et deux rondelles de pomme de terre et une salade de fruit...",plat,neg,fr
"Compter environ 20€ pour un oeuf cocotte (même pas cuit correctement), un plat comprenant environ 50g de poulet et 3 haricots verts et deux rondelles de pomme de terre et une salade de fruit...",plat,neg,fr
Ambiance du lieu extrêmement bruyante.,Ambiance,neg,fr
"Bref, à fuir, sauf si vraiment vous n'avez pas faim...",general,neg,fr
Cuisine bonne mais au final l'addition est salée,Cuisine,pos,fr
Cuisine bonne mais au final l'addition est salée,general,neg,fr
"Plats bien exécutés, les sauces sont également bonnes",Plats,pos,fr
"Plats bien exécutés, les sauces sont également bonnes",sauces,pos,fr
Parpadelle aux écrevisses et palourdes très bon mais légèrement trop gras,Parpadelle aux écrevisses,pos,fr
Parpadelle aux écrevisses et palourdes très bon mais légèrement trop gras,palourdes,pos,fr
Le veau était goûtu,veau,pos,fr
La tarte tatin divine,tarte tatin,pos,fr
Accueil très sympa dans ce petit restaurant .,Accueil,pos,fr
"Le service est très attentionné ,la salle est petite mais très agréable",service,pos,fr
"Le service est très attentionné ,la salle est petite mais très agréable",salle,pos,fr
Au niveau de la cuisine c est correct mais ce n est pas exceptionnel !,cuisine,neutral,fr
Par contre Le fondant au chocolat est très bon,fondant au chocolat,pos,fr
"Des plats correctement servis, un pavé de turbot excellent et des prix corrects pour le quartier.",general,pos,fr
"Des plats correctement servis, un pavé de turbot excellent et des prix corrects pour le quartier.",pavé de turbot,pos,fr
"Des plats correctement servis, un pavé de turbot excellent et des prix corrects pour le quartier.",general,pos,fr
"Et pour enrober le tout, un service avec le sourire du début à la fin :) !",service,pos,fr
Je reviens toujours en ce lieu avec un vrai plaisir !,lieu,pos,fr
Restaurant désormais à éviter.,Restaurant,neg,fr
Mauvais rapport qualité prix.,general,neg,fr
Mauvais rapport qualité prix.,general,neg,fr
L'entrecôte qui dans le menu était censée être 300 g c'était une portion du gendre cantine de l'école.,entrecôte,neg,fr
Et en générale les portions étaient ridicules pour leur prix.,portions,neg,fr
Et en générale les portions étaient ridicules pour leur prix.,portions,neg,fr
Les pommes sautés étaient des simples frites.,pommes sautés,neg,fr
"Dommage, car le décor demeure impressionnant.",décor,pos,fr
"Un excellent restau, le magret au miel est divin, le soufflé parfait, le personnel très agréable, le service rapide, l'ambiance et la déco géniales, un bon moment en famille !",restau,pos,fr
"Un excellent restau, le magret au miel est divin, le soufflé parfait, le personnel très agréable, le service rapide, l'ambiance et la déco géniales, un bon moment en famille !",magret au miel,pos,fr
"Un excellent restau, le magret au miel est divin, le soufflé parfait, le personnel très agréable, le service rapide, l'ambiance et la déco géniales, un bon moment en famille !",soufflé,pos,fr
"Un excellent restau, le magret au miel est divin, le soufflé parfait, le personnel très agréable, le service rapide, l'ambiance et la déco géniales, un bon moment en famille !",personnel,pos,fr
"Un excellent restau, le magret au miel est divin, le soufflé parfait, le personnel très agréable, le service rapide, l'ambiance et la déco géniales, un bon moment en famille !",service,pos,fr
"Un excellent restau, le magret au miel est divin, le soufflé parfait, le personnel très agréable, le service rapide, l'ambiance et la déco géniales, un bon moment en famille !",ambiance,pos,fr
"Un excellent restau, le magret au miel est divin, le soufflé parfait, le personnel très agréable, le service rapide, l'ambiance et la déco géniales, un bon moment en famille !",general,pos,fr
"Un excellent restau, le magret au miel est divin, le soufflé parfait, le personnel très agréable, le service rapide, l'ambiance et la déco géniales, un bon moment en famille !",déco,pos,fr
"Pas a la portée de toutes les bourses, sans pour autant être très cher.",general,neutral,fr
Si le plat fut correct (saint jacques - risotto)...il ne fallait pas avoir trop faim...seulement trois saint jacques le tout à peine chaud.,saint jacques - risotto,neutral,fr
Si le plat fut correct (saint jacques - risotto)...il ne fallait pas avoir trop faim...seulement trois saint jacques le tout à peine chaud.,plat,neutral,fr
Si le plat fut correct (saint jacques - risotto)...il ne fallait pas avoir trop faim...seulement trois saint jacques le tout à peine chaud.,saint jacques - risotto,neg,fr
"Pour les autres plat, aucun légume vert n'est proposé en accompagnement il faut se contenter de frites, purée de pommes de terre risotto ou les légumes du pot au feu....Le service inexistant, à la question qu'y a-t-il dans le café gourmand la réponse fut ça dépend...",plat,neg,fr
"Pour les autres plat, aucun légume vert n'est proposé en accompagnement il faut se contenter de frites, purée de pommes de terre risotto ou les légumes du pot au feu....Le service inexistant, à la question qu'y a-t-il dans le café gourmand la réponse fut ça dépend...",service,neg,fr
Une serveuse qui s’ébouriffe les cheveux derrière le bar...Et la petite touche qui va bien nous sommes ressortis imprégnés d'une odeur de friture...,serveuse,neg,fr
Une serveuse qui s’ébouriffe les cheveux derrière le bar...Et la petite touche qui va bien nous sommes ressortis imprégnés d'une odeur de friture...,general,neg,fr
Bref inutile de faire un détour pour se restaurer dans ce bistrot,bistrot,neg,fr
"Toujours très rempli le midi, je n'ai eu l'occasion d'y aller que le soir.",general,neutral,fr
"Et à chaque fois, pas de déception : carte variée, produits frais et de qualité, plats savoureux, portions copieuses et service très sympathique.",general,pos,fr
"Et à chaque fois, pas de déception : carte variée, produits frais et de qualité, plats savoureux, portions copieuses et service très sympathique.",carte,pos,fr
"Et à chaque fois, pas de déception : carte variée, produits frais et de qualité, plats savoureux, portions copieuses et service très sympathique.",produits,pos,fr
"Et à chaque fois, pas de déception : carte variée, produits frais et de qualité, plats savoureux, portions copieuses et service très sympathique.",plats,pos,fr
"Et à chaque fois, pas de déception : carte variée, produits frais et de qualité, plats savoureux, portions copieuses et service très sympathique.",portions,pos,fr
"Et à chaque fois, pas de déception : carte variée, produits frais et de qualité, plats savoureux, portions copieuses et service très sympathique.",service,pos,fr
Les prix restent corrects également.,general,neutral,fr
A conseiller donc!,general,pos,fr
Cela fait trois fois maintenant que je vais dîner à ce restaurant et trois fois que je me régale toujours autant.,restaurant,pos,fr
Les plats sont goûteux et dans de bonnes quantités.,plats,pos,fr
Les plats sont goûteux et dans de bonnes quantités.,plats,pos,fr
"Il y en a pour toutes les envies (viandes, poissons).",general,pos,fr
"Je conseille fortement la cassolette de moules ou le boudin (s'il revient à la carte), mais dans l'ensemble, tout est bon.",cassolette de moules,pos,fr
"Je conseille fortement la cassolette de moules ou le boudin (s'il revient à la carte), mais dans l'ensemble, tout est bon.",boudin,pos,fr
"Je conseille fortement la cassolette de moules ou le boudin (s'il revient à la carte), mais dans l'ensemble, tout est bon.",general,pos,fr
"L'assiette de fromage, s'il vous reste un peu de place, est généreuse et excellente.",assiette de fromage,pos,fr
"L'assiette de fromage, s'il vous reste un peu de place, est généreuse et excellente.",assiette de fromage,pos,fr
On aura compris donc un petit coup de coeur : allez y entre amis ou entre amoureux vous ne serez jamais déçus !,general,pos,fr
Nous avons passé un bon moment.,general,pos,fr
"Petit hic: l'assiette de charcuterie proposée à l'apéritif pour deux personnes n'était vraiment pas copieuse, même pour deux personnes.",assiette de charcuterie,neg,fr
"Mais pour le reste, cuisine variée, bonne carte de vins, nous reviendrons!",carte de vins,pos,fr
"Mais pour le reste, cuisine variée, bonne carte de vins, nous reviendrons!",cuisine,pos,fr
"Mais pour le reste, cuisine variée, bonne carte de vins, nous reviendrons!",general,pos,fr
Service tres long et glacial.,Service,neg,fr
Nourriture surgelée et mal décongelée.,Nourriture,neg,fr
Dîner entre amis et expérience affreuse.,general,neg,fr
Service d'une lenteur incroyable.,Service,neg,fr
Un menu unique imposé pour la table de dix (!!!).,menu,neg,fr
Choix terrible.,Choix,neg,fr
Présentation des plats médiocre.,plats,neg,fr
Goût affreux - surtout ne jamais prendre le bœuf d'un derrier goût dégoûtant dans une casserole de puré de pommes de terre comme une soupe amère.,bœuf,neg,fr
Extrêmement cher: 185 euros par couple.,general,neg,fr
A éviter!!!!,general,neg,fr
Impensable que de restaurants comme celui ci existent sur Paris...,restaurants,neg,fr
"Au deumerant, c est un endroit original pour fêter son anniversaire ...",endroit,neutral,fr
"Nous etions une tablée de 15 un vendredi soir, le service était exécrable, plats froids, pas aimable, restaurant tellement sombre qu on ne voit pas ce qu on y mange (je comprend pourquoi maintenant...)",service,neg,fr
"Nous etions une tablée de 15 un vendredi soir, le service était exécrable, plats froids, pas aimable, restaurant tellement sombre qu on ne voit pas ce qu on y mange (je comprend pourquoi maintenant...)",plats,neg,fr
"Nous etions une tablée de 15 un vendredi soir, le service était exécrable, plats froids, pas aimable, restaurant tellement sombre qu on ne voit pas ce qu on y mange (je comprend pourquoi maintenant...)",restaurant,neg,fr
"Nous etions une tablée de 15 un vendredi soir, le service était exécrable, plats froids, pas aimable, restaurant tellement sombre qu on ne voit pas ce qu on y mange (je comprend pourquoi maintenant...)",general,neg,fr
Le serveur n hésite pas a accuser ses clients de ne pas payer (alors que c est son travail de calculer correctement ..) le manager est agressif et empoigne ses clients sous prétexte qu ils ont pas payer ....,serveur,neg,fr
Bref 15 personnes qui ne reviendrons plus ....,general,neg,fr
"Cuisine réchauffée au micro ondes, service lent, mais surtout prix tres excessif compte tenu de la qualité assez moyenne.",Cuisine,neg,fr
"Cuisine réchauffée au micro ondes, service lent, mais surtout prix tres excessif compte tenu de la qualité assez moyenne.",service,neg,fr
"Cuisine réchauffée au micro ondes, service lent, mais surtout prix tres excessif compte tenu de la qualité assez moyenne.",general,neg,fr
"Cuisine réchauffée au micro ondes, service lent, mais surtout prix tres excessif compte tenu de la qualité assez moyenne.",general,neg,fr
Une adresse à éviter.,adresse,neg,fr
"Positif: accueil souriant, ambiance sympathique, cadre charmant",accueil,pos,fr
"Positif: accueil souriant, ambiance sympathique, cadre charmant",ambiance,pos,fr
"Positif: accueil souriant, ambiance sympathique, cadre charmant",cadre,pos,fr
Négatif: le contenu de l'assiette,assiette,neg,fr
"La carte est courte, ce qui peut être un avantage ( turn-over important donc fraicheur des produits) mais se révèle un inconvénient quand il y a des produits manquants (la truffe ce jour-là), donc choix restreint.",carte,neg,fr
"La carte est courte, ce qui peut être un avantage ( turn-over important donc fraicheur des produits) mais se révèle un inconvénient quand il y a des produits manquants (la truffe ce jour-là), donc choix restreint.",produits,neg,fr
"Nous avons eu le tort de nous rabattre sur un burger et un fish and chips, erreur fatale: burger moyen, frites molles et grasses, quant au fish and chips impression d'ingurgiter uniquement de la pâte à friture baignée de graisse.",frites,neg,fr
"Nous avons eu le tort de nous rabattre sur un burger et un fish and chips, erreur fatale: burger moyen, frites molles et grasses, quant au fish and chips impression d'ingurgiter uniquement de la pâte à friture baignée de graisse.",fish and chips,neg,fr
"Nous avons eu le tort de nous rabattre sur un burger et un fish and chips, erreur fatale: burger moyen, frites molles et grasses, quant au fish and chips impression d'ingurgiter uniquement de la pâte à friture baignée de graisse.",burger,neg,fr
"La tarte tropézienne bien que délicieuse, n'a pas été suffisante pour rattraper ce déjeuner raté.",tarte tropézienne,pos,fr
"La tarte tropézienne bien que délicieuse, n'a pas été suffisante pour rattraper ce déjeuner raté.",general,neg,fr
"La tarte tropézienne bien que délicieuse, n'a pas été suffisante pour rattraper ce déjeuner raté.",tarte tropézienne,neg,fr
On aurait du se méfier du restaurant presque vide un vendredi soir.,restaurant,neg,fr
"Sous prétexte d'inventaire, il manquait la moitié des plats, entrées et vins.",plats,neg,fr
"Sous prétexte d'inventaire, il manquait la moitié des plats, entrées et vins.",vins,neg,fr
"Sous prétexte d'inventaire, il manquait la moitié des plats, entrées et vins.",entrées,neg,fr
On a eu froid durant tout le repas.,general,neg,fr
Les toilettes sont immondes et le service est désinvolte au possible.,general,neg,fr
Les toilettes sont immondes et le service est désinvolte au possible.,service,neg,fr
Quelle déception !,general,neg,fr
Les plats étaient tout de même bons mais maigrichons.,plats,pos,fr
Les plats étaient tout de même bons mais maigrichons.,plats,neg,fr
"Grosse déception, accueil médiocre.",accueil,neg,fr
"Grosse déception, accueil médiocre.",general,neg,fr
Demande de changement de place car nous étions près de la porte mais nous sommes restés sans réponse.,general,neg,fr
"Nous avons eu l'impression de deranger car il dit à son collègue ""Pff ils veulent changer de place"".",general,neg,fr
"Poulet très sec et frite froide pour 15,50 € + saumon grillé très très sec et riz dégeu pour 16,50 €",Poulet,neg,fr
"Poulet très sec et frite froide pour 15,50 € + saumon grillé très très sec et riz dégeu pour 16,50 €",frite,neg,fr
"Poulet très sec et frite froide pour 15,50 € + saumon grillé très très sec et riz dégeu pour 16,50 €",saumon grillé,neg,fr
"Poulet très sec et frite froide pour 15,50 € + saumon grillé très très sec et riz dégeu pour 16,50 €",riz,neg,fr
"Poulet très sec et frite froide pour 15,50 € + saumon grillé très très sec et riz dégeu pour 16,50 €",general,neg,fr
A savoir aussi les quantités ne sont pas les mêmes entre un menu et le plat à la carte.,general,neg,fr
Ce fut la 1e et dernière fois.,general,neg,fr
C'est une honte,general,neg,fr
Un endroit à fuir absolument.,endroit,neg,fr
"42€ pour deux verres de vin blanc - à peine passable - sans nous avoir donné la carte, bien évidemment.",verres de vin blanc,neg,fr
"42€ pour deux verres de vin blanc - à peine passable - sans nous avoir donné la carte, bien évidemment.",general,neg,fr
"42€ pour deux verres de vin blanc - à peine passable - sans nous avoir donné la carte, bien évidemment.",verres de vin blanc,neg,fr
Des serveurs antipathiques au possible.,serveurs,neg,fr
Des chaises bancales et un intérieur déprimant.,intérieur,neg,fr
Des chaises bancales et un intérieur déprimant.,general,neg,fr
"Pas besoin d'en dire plus, ce bar est affreux",bar,neg,fr
"Décoration vieillotte , des menus sales et gras , un service inexistant , une bière chaude qui n'a même pas été changee , des viandes trop cuites ( accompagnées de poires !!) et limités avariées ...",Décoration,neg,fr
"Décoration vieillotte , des menus sales et gras , un service inexistant , une bière chaude qui n'a même pas été changee , des viandes trop cuites ( accompagnées de poires !!) et limités avariées ...",menus,neg,fr
"Décoration vieillotte , des menus sales et gras , un service inexistant , une bière chaude qui n'a même pas été changee , des viandes trop cuites ( accompagnées de poires !!) et limités avariées ...",service,neg,fr
"Décoration vieillotte , des menus sales et gras , un service inexistant , une bière chaude qui n'a même pas été changee , des viandes trop cuites ( accompagnées de poires !!) et limités avariées ...",bière,neg,fr
"Décoration vieillotte , des menus sales et gras , un service inexistant , une bière chaude qui n'a même pas été changee , des viandes trop cuites ( accompagnées de poires !!) et limités avariées ...",viandes,neg,fr
"Décoration vieillotte , des menus sales et gras , un service inexistant , une bière chaude qui n'a même pas été changee , des viandes trop cuites ( accompagnées de poires !!) et limités avariées ...",viandes,neg,fr
Bref un scandale !!! A éviter !!!,general,neg,fr
Très bon bistrot.,bistrot,pos,fr
"Accueil très très sympa !!! Nous avons très bien mangé avec des plats traditionnels comme à la maison, la qualité mais aussi la quantité sont en rdv !!!",Accueil,pos,fr
"Accueil très très sympa !!! Nous avons très bien mangé avec des plats traditionnels comme à la maison, la qualité mais aussi la quantité sont en rdv !!!",plats,pos,fr
"Accueil très très sympa !!! Nous avons très bien mangé avec des plats traditionnels comme à la maison, la qualité mais aussi la quantité sont en rdv !!!",plats,pos,fr
Bistrot à recommander surtout si vous souhaitez passer un moment à Montmartre sans être dans la cohue des restaurants à touristes !!!,Bistrot,pos,fr
Mais pensez à réserver car il n'y a pas beaucoup de places et le bistrot se remplit vite !!!,bistrot,neutral,fr
Le veau était tellement vieux .....qu'on aurait dit du mauvais bœuf saignant...,veau,neg,fr
Le jambon était racorni,jambon,neg,fr
Les pates collantes,pates,neg,fr
La crème figée et sans gout,crème,neg,fr
A 18 euros 90 c'est du vol,general,neg,fr
Le verre de rosé devait venir d'un fond de cubi,verre de rosé,neg,fr
Quant au service je préfère ne pas en parler,service,neg,fr
"Pas un sourire, pas une parole aimable",general,neg,fr
On doit leur faire manger la cuisine du restau.....,cuisine,neg,fr
Evitez à tout prix,general,neg,fr
Très décevant malgré un très bon emplacement.,general,neg,fr
Très décevant malgré un très bon emplacement.,emplacement,pos,fr
Serveur pas du tout sympa avec un humour très noir et ni merci ou rien en partant.,Serveur,neg,fr
Le service est beaucoup trop rapide pour que ce soit fait en direct.,general,neg,fr
Le saumon n'était pas très frais et la dinde pas assez cuite.,saumon,neg,fr
Le saumon n'était pas très frais et la dinde pas assez cuite.,dinde,neg,fr
Les desserts maisons apparemment sont corrects.,desserts maisons,neutral,fr
L'ambiance est agréable dans ce petit restaurant à la déco sobre et élégante.,ambiance,pos,fr
L'ambiance est agréable dans ce petit restaurant à la déco sobre et élégante.,déco,pos,fr
Les menus à 20 euros sont servis le midi et le soir et comprennent entrée+ plat+ dessert.,menus à 20 euros,neutral,fr
Nous y sommes allés le midi entre collègues et c'était très bien.,general,pos,fr
Le service est efficace et la cuisine traditionnelle est très bonne.,service,pos,fr
Le service est efficace et la cuisine traditionnelle est très bonne.,cuisine traditionnelle,pos,fr
Vous pouvez aussi prendre le menu à 34 euros plus sophistiqué ou choisir la carte.,menu,neutral,fr
Un vrai luxe: une terrasse une calme au coeur de Paris!,terrasse,pos,fr
"Certes la carte n'est pas géniale, le tarif n'est pas particulièrement bon marché, mais quand il fait beau et que l'on veut déjeuner dehors en s'entendant parler le lieu est appréciable.",carte,neg,fr
"Certes la carte n'est pas géniale, le tarif n'est pas particulièrement bon marché, mais quand il fait beau et que l'on veut déjeuner dehors en s'entendant parler le lieu est appréciable.",general,neg,fr
"Certes la carte n'est pas géniale, le tarif n'est pas particulièrement bon marché, mais quand il fait beau et que l'on veut déjeuner dehors en s'entendant parler le lieu est appréciable.",lieu,pos,fr
"Accueil moyen, on a l'impression d'embêter le personnel.",Accueil,neg,fr
"On s'installe à une table, on nous demande au final de nous déplacer.",general,neg,fr
"On choisit notre menu, le carpaccio vient de métro c'est certain et les frites ne sont pas fraîches.",frites,neg,fr
"On choisit notre menu, le carpaccio vient de métro c'est certain et les frites ne sont pas fraîches.",carpaccio,neg,fr
Sans parler de la mousse au chocolat qui n'a rien d'une mousse.,mousse au chocolat,neg,fr
Mais plutôt d'une chose pâteuse trop sucré.,general,neg,fr
Carafe d'eau demandé deux fois avant de l'avoir.,general,neg,fr
Petit plus : Un serveur nous a offert un apéritif.,serveur,pos,fr
"Mais à une attitude un peu deplacé, limite gênante d'un dragueur grossier.",general,neg,fr
"Cela peut plaire à certaine personne, mais notre table en a été dérangé.",general,neg,fr
Ce restaurant se situe dans une rue piétonne dédiée aux touristes de masse et est entouré d'autres restaurants du même acabit.,rue piétonne,neg,fr
Ce restaurant se situe dans une rue piétonne dédiée aux touristes de masse et est entouré d'autres restaurants du même acabit.,restaurant,neg,fr
L'animation y est pénible et bruyante et ne correspond pas au genre d'établissement que nous recherchions.,animation,neg,fr
"La nourriture y est plus que médiocre ( poisson brûlé, plat de moules sans saveur, desserts insipides ) et de plus un service inexistant plus une addition plus que salée.",nourriture,neg,fr
"La nourriture y est plus que médiocre ( poisson brûlé, plat de moules sans saveur, desserts insipides ) et de plus un service inexistant plus une addition plus que salée.",poisson,neg,fr
"La nourriture y est plus que médiocre ( poisson brûlé, plat de moules sans saveur, desserts insipides ) et de plus un service inexistant plus une addition plus que salée.",plat de moules,neg,fr
"La nourriture y est plus que médiocre ( poisson brûlé, plat de moules sans saveur, desserts insipides ) et de plus un service inexistant plus une addition plus que salée.",desserts,neg,fr
"La nourriture y est plus que médiocre ( poisson brûlé, plat de moules sans saveur, desserts insipides ) et de plus un service inexistant plus une addition plus que salée.",service,neg,fr
"La nourriture y est plus que médiocre ( poisson brûlé, plat de moules sans saveur, desserts insipides ) et de plus un service inexistant plus une addition plus que salée.",general,neg,fr
Le service dans ce bistro plus que typique parisien est agréablement bon.,bistro,neutral,fr
Le service dans ce bistro plus que typique parisien est agréablement bon.,service,pos,fr
"Les plats sont décevants, trop gras avec un goût pas agréable.",plats,neg,fr
Les prix comme on peut se l'imaginer dans ce type d'établissement pas trop élevés mais quand même trop pour la qualité servi.,general,neg,fr
Les prix comme on peut se l'imaginer dans ce type d'établissement pas trop élevés mais quand même trop pour la qualité servi.,general,neg,fr
Tout a été mauvais.,general,neg,fr
"En commençant par les escargots tièdes et minuscules, l'entre côté pleine de veines sans goût et Sans texture.",escargots,neg,fr
"En commençant par les escargots tièdes et minuscules, l'entre côté pleine de veines sans goût et Sans texture.",escargots,neg,fr
"En commençant par les escargots tièdes et minuscules, l'entre côté pleine de veines sans goût et Sans texture.",entre côté,neg,fr
Les serveuses totalement absentes et incompétente et le responsable aveugle a tout ca.,serveuses,neg,fr
Quelle blague et pour finir une addition de 75€ alors que je n'ai rien pu manger !,general,neg,fr
Quelle blague et pour finir une addition de 75€ alors que je n'ai rien pu manger !,general,neg,fr
Quelle blague et pour finir une addition de 75€ alors que je n'ai rien pu manger !,general,neg,fr
A éviter comme la peste,general,neg,fr
"Petit restaurant typiquement parisien, mais les plats sont délicieux !",restaurant,neutral,fr
"Petit restaurant typiquement parisien, mais les plats sont délicieux !",plats,pos,fr
"Entrée au chèvre chaud, suivi d'un magret de canard miel/citron accompagné de pommes sautées, un vrai délice !",Entrée,pos,fr
"Entrée au chèvre chaud, suivi d'un magret de canard miel/citron accompagné de pommes sautées, un vrai délice !",magret de canard,pos,fr
Leur cave est également excellente !,cave,pos,fr
Bref une adresse à mémoriser et où je retournerais !,adresse,pos,fr
Choix du buffet très restreint.,buffet,neg,fr
Nourriture tiède.,Nourriture,neg,fr
Accueil Moyen.,Accueil,neg,fr
Globalement Moyen ...,general,neg,fr
Choix de dessert quasi inexistant.,dessert,neg,fr
À volonté c'est beaucoup dire.,general,neg,fr
L endroit est sympa mais le service du personnel n était pas au rendez vous,endroit,pos,fr
L endroit est sympa mais le service du personnel n était pas au rendez vous,service,neg,fr
