text,aspect,polarity,lang
Немножко питания.,general,neutral,ru
WAFEst прошел на отличненько! Прямо как температура в Кипятке!))))))),general,pos,ru
смотрите сами))),general,neutral,ru
поехали решать всех!))),general,neutral,ru
Никогда не поздно все исправить. Запомни это..,general,neutral,ru
Уехал в Москву.,general,neutral,ru
чудили на выходных),general,pos,ru
"Рука к руке дружнее и на взлет,в небеса, дружба нас окрылила...",general,pos,ru
"Между нами висел плафон.
Трепетала юбчонка весенняя...
Ты хотела 5-й айфон.
Я хотел почитать Есенина.

Не куплю - не услышу твой стон,
И в тебя не выброшу семя я.
Я куплю твой сраный айфон.
***
Но кому б почитать Есенина..?",general,neg,ru
Чертова олимпиада...,general,neg,ru
чё за саша николаев в подписках у тебя и у меня.......,general,neutral,ru
"Магары́ч, или могарыч (др.-рус. могорьць, могорецъ, магарецъ[1] от араб. مخارج‎‎ maḫāriǧ — расходы, издержки) — угощение (обычно с вином) по поводу заключения выгодной сделки. Его ставит сторона, получившая прибыль.",general,neutral,ru
DASTI - моднейший приторный полубибер:D,general,pos,ru
"Рифму к слову ""аромат"" - срочно, пожалуйста!!!",general,neutral,ru
Нет слов для комментариев...,general,neg,ru
"Забанен, блеа >_<",general,neg,ru
"Айфон снова кинул с заметками. Куда делись? Одному богу известно. Даже почту не трогал. И в айклауде ни слуху ни духу. На хрен он нужен, спрашивается, айклауд этот, если даже пятиминутной давности копии нет нигде. Один геморрой сплошной от него и от его синхронизации мутной.",general,neg,ru
"Мой стражник, красавец)",general,pos,ru
"Ребята нас наебали он просто даун , расходимся и портим ему посещаемость .",general,neg,ru
Ае! Еще одно очко в пользу мясоедов!,general,pos,ru
ну мы же в одной команде уже много лет... научились одинаково принимать реальность) к тому же я и насте говорил что это шапка из перьев)),general,neutral,ru
"Эти руки, что открыли мою
страницу, пусть чувствуют
всегда тепло. Эти губы, что
читают эти слова, пусть
чувствуют всегда сладость.
Эти глаза, что смотрят на эти
строчки, пусть всегда видят
счастье. ♥",general,pos,ru
похожи детки мои??? ))),general,neutral,ru
"Мама, что ты делаешь?
Ахахаха, прекратииии)))",general,pos,ru
Фууу. По блювала,general,neg,ru
кто хочет прыгнуть с парашютом?,general,neutral,ru
"Если внутри у тебя всё в порядке, то и снаружи всё встанет на свои места.

© Экхарт Толле",general,neutral,ru
кто может пробить билеты на открытие стадиона  олимпийский,general,neutral,ru
Почитаешь переводы,general,neutral,ru
"Сегодня нашёл в айподе свои старые треки, некоторые из которых мы играли с группой Soundquest в 2008-2010!
вдруг кому-то будет забавно послушать кроме меня",general,neutral,ru
"3 часа до Ташкента, 17 в Ташкенте, 3 до Дели, 14 до Бира... Первый рассвет в Бире...",general,neutral,ru
куплю 25 черник с косточкой,general,neutral,ru
"Смайлы контакта:
:D ^o^ ^_^ -_- О_О и так дале Придумай свой смайл а если уже придумал ставь лайк ♥",general,neutral,ru
Правая рука...16 кг гиря...221 раз.,general,pos,ru
"Как думаешь, какая версия лучше?",general,neutral,ru
"еще одно лето позади я на год старше, уже дед почти а все туда же
и даже страшно что там дальше, какая ганжа",general,neg,ru
я тебя люблю. а ты хотя бы цени это - что ли.,general,neg,ru
Дома. На кухне. Всем приятного вечернего чаепития и отличного настроения! Берегите тепло и уют в вашем доме.,general,pos,ru
"Вся суть майдана в одной песне:))) 
Да простят меня приличные люди, которые возможно это прослушают;)",general,neg,ru
"Сегодня тебя целый день слушала ))) заяц, все гуд! Цемки ...",general,pos,ru
"Народ, появились новые бланки формы 3ндфл за 2010 год, так что собирайте документы и сдавайте на возврат! Кто покупал квартиры в кредит, не забываем СПРАВКИ ОБ УПЛАЧЕННЫХ %!",general,neutral,ru
Больничка )))),general,neutral,ru
Весь Альбом Огонь ),general,pos,ru
"Анастасия отказалась фотографироваться, поэтому селфи с Ясей)))",general,neutral,ru
"Позвонила подружке на 5 минут
НО ТУТ ПОНЕСЛОСЬ.",general,neutral,ru
"Помогаем , фотка огоооонь ;D",general,pos,ru
"Мы- наш маленький мир, где мы веселимся, и о всем происходящем в нем, знаем только мы. 
Лето 2011-было лучшее♥",general,pos,ru
"приветик!послушай,может понравится)))",general,neutral,ru
"всем завтра идти и проявлять гражданскую позицию. и помните, все партии - говно.",general,neg,ru
"Строительная бригада проводит строительные работы всех типов:евро ремонты,утепление домов качествено и доступно,на утепление домов даём гарантию если вдруг чтото случается замена бесплатно обращатся по телефону 0502422454",general,neutral,ru
"[id12968952|Анютка], вот нафига штамповать статусы как на фабрике?",general,neg,ru
Катяяяяяяяяяя,general,neutral,ru
и что мне холод и что мне лед когда кася затеял очередную авантюру!))),general,pos,ru
"Если реагировать на всё, что о тебе говорят, то всю жизнь будешь метаться между пьедесталом и виселицей.",general,neutral,ru
"Зачем, тебе я?
Если мало места, если мы не вместе.
Зачем, тебе я?
Если мало места, если тесно,
Зачем, тебе я?...... (с)",general,neg,ru
"Мишаня,утырок ебаный,если ты по хорошему не понимаешь,ты сука отправишся в Суммы по частям)",general,neg,ru
давно пора завести страничку с работами на фейсбуке,general,neutral,ru
антизанижение)))),general,neutral,ru
"05.05.2016 г. На торжественном совещании приуроченном 71-ой годовщине Победы в Великой Отечественной войне,  перед личным составом ОВД г.Новотроицка ,начальник ОМВД России по городу Новотроицку полковник полиции
Смолков Алексей Александрович наградил Скобарина Константина Владимировича Почетной грамотой.""За активное участие в мероприятиях по профилактике преступности и правонарушений в молодежной среде ,успешное выполнение задач возложенных на общественный совет""",general,neutral,ru
"Навязчиво крутилась в голове песенка - дешевый политический памфлет на злобу дня. Пока не записал, спать не дали.

ПОДАРКИ ДЛЯ ДУРАКА
(поется на мотив «Облака, белогривые лошадки»)

От восточного серпика луны,
И от звездно-полосатого заката
Нам дерзят погибели сыны.
В остальном — отличные ребята!

Ах, Эрдоган!
Ты решил, что на лошадке.
Ты хулиган
И с башкой не всё в порядке.
Не смотри на нас, пожалуйста, свысока.
Есть у нас подарки для тебя, дурака.

Мы пульнем в заоблачную даль.
Пустяком тебе покажется Чернобыль.
От серпа отколется звезда.
И падет к нашим ногам Константинополь.

Ах, Эрдоган!
Ты решил, что на лошадке.
Ты хулиган
И с башкой не всё в порядке.
Не смотри на нас, пожалуйста, свысока.
Есть у нас подарки для тебя, дурака.",general,neg,ru
"Небольшой кусок горной породы, переполненный остатками меловых аммонитов, был просвечен с помощью компьютерного микротамографа ( микро-КТ ). И вот, что там внутри:)",general,neutral,ru
ахахахахахахахах! помниш???? ааххааххахаха!,general,pos,ru
"Кто твой герой?! ★  vk.com/app1924073 

Привет, Настя! Я выяснила, Кто твой герой из Хоббита, нежданное путешествие?
Заходи в приложение и сама все увидишь!",general,neutral,ru
"А ты ведешь Блог?
Почему ты За или Против блога?
Я с недавних пор стараюсь калякать тут:
  
Давай ниже ссылочку на местогде пишешь ты :)",general,neutral,ru
"уважаемые должники! если до среды с вашей стороны не поступит никаких звонков, сообщений  с прозьбами понять и простить то в четверг я публично начну выкладывать списки имен с фамилиями суммой долга и самое главное сроком сколько времени Вы тарчите бабла! надеюсь до этого не дойдет и выводы сами сделаете без моей помощи причем в дальнейшем ФИЗИЧЕСКОЙ! с уважением Андрей Викторович",general,neutral,ru
красотка))),general,pos,ru
Всё будет. Стоит только расхотеть.,general,neutral,ru
"Вот так вот, живем в дыре)))",general,neg,ru
Вот тебе немножко домашнего рождественского настроения!,general,pos,ru
"«– Эй, что загрустил? – окликнул его Кенет. – Уходить не хочется?
– Да не в том дело, – вздохнул Кэссин. – Просто я себя чувствую… даже и сам не знаю кем. Очень хочется поступить правильно… вот только не знаю, как это – правильно.
– Не знаешь? – прищурился Кенет. – А ну-ка быстро: как правильно – у рыбов нет зубов, у рыбей нет зубей или у рыб нет зуб?
– У рыб нет зуб, – машинально ответил Кэссин.
– У рыб нет зубов! – рявкнул Кенет. – Только это тоже неправильно. Потому что зубы у рыб есть. Понял?
– Нет, – честно ответил Кэссин.
– Ты выбираешь, какое из неправильных решений самое правильное, – пояснил Кенет. – А они все неправильные. Вот как с этими рыбами и зубами.»",general,neutral,ru
вид из окна немного расстраивает! стараюсь не подходить!),general,neg,ru
"А вот когда врубаешь пылесос или музыку очень громко, только одной мне кажется, что звонит мобила, домашний, да ещё и в дверь кто-то ломится???)",general,neutral,ru
Отдохнули Хрорррошо щщщщссс))),general,pos,ru
"Дурачиться с тем, кого дествительно любиш - кайф.",general,pos,ru
От нечего делать)),general,neutral,ru
Не судите и не судимы будете,general,neutral,ru
Вспомнилось :C,general,neutral,ru
Ну и еще один денек живем😇,general,pos,ru
"Посмотри на всех своих поклонников за последний месяц :)
Подробнее здесь:",general,neutral,ru
Ура-Ура))),general,pos,ru
А завидовать не хорошо!)...ахаха,general,pos,ru
Я узнал Кто ты из фильма Три мушкетера,general,neutral,ru
"Сходил вчера в эрмитаж, на выставку из Прадо. И еще схожу ! )))",general,pos,ru
"Рыбный рынок в старом Сеуле это не только место из за которого вам придется затыкать нос еще за 500 метров до входа в него,но и место где вы рискуете заработать себе фобию увидев маленьких креветок по локоть,прекрасных обаятельных осьминогов,мирных лобстеров и крабов и похотливо,склизко зеленых морских огурьцов.
Разнообразие живности не только поражает,но и ужасает.
Ведь почти 600 метров лотков в 6 рядов завалены морскими гадами. И как правило все то,что вы видите на прилавке уже завтра будет либо в помойке ( что мало вероятно), либо в чьем то холодильнике/желудке. Чаще всего бродя между лотков вы задаете себе всего два вопроса: "" Как люди работают при таком запахе?"" и ""Как же вашу мать это есть?!"".",general,neg,ru
помниш того старика?,general,neutral,ru
шикарная песня :DD,general,pos,ru
А мне больше третий фильм понравился=)))))))))))))),general,pos,ru
рекомендует фильм «Подмена» (2008),general,neutral,ru
"Народ! Отзовитесь! Кто знает, когда начинается семестр?",general,neutral,ru
"Ань,это то, что нам нужно! Ну ты поняла...)",general,pos,ru
В Москве. Что-то скучно(((,general,neg,ru
хит нашего детства)*,general,pos,ru
"НИКОГДА не верьте в 3 человека: Стрелец, Овен, Рыбы. Они являются самыми эгоистичными и сердитыми.

НИКОГДА не теряйте 3 человека: Телец, Рак, Козерог. Они - самые искренние и истинные любители.

НИКОГДА не оставляйте 3 человека: Дева, Весы, Скорпион. Они могут держать тайны, дружбу, и они могут видеть Ваши слезы.

НИКОГДА не отклоняйте 3 человека: Лев, Близнец, Водолей. Они являются истинными, честными друзьями. :)

делаем вывод)",general,neutral,ru
Прям про меня однако)),general,pos,ru
Время загорать),general,pos,ru
Если заказать киллера для самого себя - будет ли это считаться самоубийством..?,general,neutral,ru
"Свадьба Настоящих и теплых Дмитрия и Людмилы. Как же легко и с удовольствием было работать с этими ребятами всему коллективу нашей [club89425168|""Fine Art - мастерской""] 
Семейного счастья, достатка и много маленьких и таких же теплых мальчишек и девчонок 😉

Организтор: [id5920497|Елена Бойко] из [club89425168|""Fine Art - мастерской""]
Фотограф - [id6312120|Андрей Онищенко]
Флорист - [id164593511|Виктория Лаптий]
Декоратор выездной церемонии: [id13259213|Екатерина Снаговская] 
Декораторы фотолокации: [id13259213|Екатерина Снаговская] и [id7283504|Катерина Донец]
Кондитеры: [club81407562|""Carameli Cake Butic""]
Отель: ""Сафари"" (
Аренда элементов декора: ""Свадьба в шоколаде"" (",general,pos,ru
"Сколько лап у собаки, если хвост мы назовем лапой?",general,neutral,ru
"Не расстраивайся, если у тебя нет второй половинки, Бог смотрит на тебя и говорит ""Я храню эту девочку для кого-то особенного""..",general,pos,ru
Редко мне такое нравится.но вот эта ващпе по бане тема),general,pos,ru
"Размеры: 41-46
Оплата при получении!",general,neutral,ru
ненавижу МИРЭА,general,neg,ru
Памяти великой балерины Майи Плисецкой посвящается........,general,neutral,ru
есть курить,general,neutral,ru
наш ответ павлику),general,neutral,ru
Агора смотреть онлайн » Cмотреть фильмы онлайн - iKino.KZ,general,neutral,ru
Я на Спрашивай.ру,general,neutral,ru
И кому же я такая красивая достанусь?)),general,pos,ru
Ненавижу понедельники😕,general,neg,ru
Барса всрала ебать ебать 4-0 я просто в шоке слов нету!!,general,neg,ru
"Утро начинается не с кофе, по крайней мере мое началось с этого)))",general,neutral,ru
блин. может и мне с семьей в оппозицию податься. пусть нас покормят,general,neg,ru
Сообразили на троих,general,neutral,ru
"Египет, осень 2012",general,neutral,ru
"Вот и готов дебютный комплект шелкового белья^^ 
пояс для чулок так и не сделала =/
Комплект также продается
 и можно сшить на заказ)",general,neutral,ru
Сегодня пора напомнить шведам 1709 под Полтавой,general,neutral,ru
"Отдам Подругу в заботливые,нежные и ласковые мужские(или женские) руки.
Внешность:серебристая натуральная блондинка(не бита не крашена) 2003 года рождения.
Характер ласковый и покладистый,но после 3000 оборотов-приобретает игривость и мощность! 
Имеется приданное в виде шикарных летних босоножек и зимних сапожек.
За возможность знакомства с преданной подругой прошу скромное вознагражние",general,neutral,ru
До конца света осталось 29 дней........,general,neutral,ru
сине желтые  вперед !,general,pos,ru
Моя машинка снова в рабочем состоянии!!!Урааа!!!!!Новогодний подарочек:)))),general,pos,ru
Моё объявление на Slando),general,neutral,ru
Не попадайся училке по физкультуре!!!,general,neutral,ru
"В Шерегеше - хорошо, а дома - лучше!)))",general,pos,ru
Для тебе...,general,neutral,ru
Упоротый Гуц,general,neutral,ru
"не стучите по окну! панда вас видит и слышит, просто не любит.

моя фотка из берлинского зоопарка для тебя, пандамэн!",general,neutral,ru
"сложно.. сложно-сложно-сложно. идите вы все - атеисты и за деньги продавшиеся. атеисты, правда, вызывают гораздо меньше недоумения и досады.. (совсем не ставлю знака равенства м/у атеистами и продавшимися)  а я встану рядом с Федором Михайловичем, несмотря на то, что я искренне недоумеваю порой.. откуда такой детский, любящий взгляд на Христа.. в библии он не очень-то симпатичная личность.. не библейский Христос мне люб, а тот, которого чувствуешь.. на службе в храме, например, и/или в полном одиночестве.. Тот, которого Достоевский создал/ почувствовал..",general,neg,ru
Приколись)),general,neutral,ru
"каждая ночь эта песня!! Чайка, я тебя люблю**",general,pos,ru
почему в крокодиле рисую всегда не я? =(((,general,neg,ru
"Шурик, тебя ожидает: Долгожданная встреча! Кликни по шару, чтобы получить новое предсказание.",general,neutral,ru
Разбуди соседей),general,neutral,ru
"Уху-ху, ути-пути, трулюлю!
🍭🍭🍭
Пост для родителей (маленькие дети, не подглядывайте!)
Кто репост, тому спасибо!

Друзья, мы запускаем новый крутой обучающий проект - Школу ментальной арифметики для детей от 4 до 16 лет - SmartyKids.

Как водится в маркетоложной среде, необходимо провести перед запуском серию исследований и опросов.

Составили небольшую анкету, и я прошу вас ее заполнить. 

Дабы у вас хватило мотивации потратить 2 минутки своего времени, каждому заполнившему будет подарок: интересные обучающие материалы, а именно: курс Зверковой Людмилы «Китайские секреты омоложения лица», книга Андрие «Как француженки сохраняют фигуру» и более 100 бизнес-книг. 

 
Заполните анкетку - получите конфетку))",general,neutral,ru
У каждого свой шедевр...,general,neutral,ru
"ВНИМАНИЕ! СРОЧНО! ВСЕМ, ВСЕМ, ВСЕМ!
Информация о начале уличных боёв в Одессе подтвердилась. ""Правый Сектор"" открыл огонь по людям. Повторяем: ""ПРАВЫЙ СЕКТОР"" РАССТРЕЛЯЛ ЛЮДЕЙ""! В ответ Одесса восстала. В данный момент народное ополчение Города-Героя ведёт бой с бандеровскими оккупантами в районе Александровского.
ВСЕ НА БОРЬБУ С ОККУПАНТАМИ!
Никакой пощады гадам!",general,neg,ru
Статус у тебе просто мега-крутий!!!!)))))),general,pos,ru
"Ах да,и ещё:""трахающим нормальность"" предлагаю нормально трахнуться и прекратить ебать мозги.",general,neg,ru
Коллега !!!,general,neutral,ru
Вот как надо просить прощение))),general,neutral,ru
админка есть?,general,neutral,ru
"Куплю такой Чехол на Samsung grand 2 
Пишите в Л.С.",general,neutral,ru
#поздравьдрузей И ЕЩЁ СТИКЕРЫ ОНИ ТОЖЕ БЕСПЛАТНЫЕ,general,neutral,ru
"Мне кажется, в акватории Невы не хватает таких рекламных корабликов.",general,neutral,ru
14 февраля сильных и независимых мужчин),general,neutral,ru
"Что может быть прекрасней провести вечер душевно... Нет, не так весело шумно,а  спокойно сидя с ней, которая подарила жизнь. И вот тебе 18  и ты сидишь говоришь ей то чего не знает никто. И ты услышишь от неё не зависть не злобу, а самый чистый и искренний совет!!! Именно она будет рада за тебя без всякого подвоха, именно она выслушает и может повозмущается, побурчит, но поймёт и укажет верное решение и верный путь. Именно с ней ты совершишь меньше ошибок, именно она поддержит и никогда не осудит. Именно она тебя любит больше всех. Именно ОНА - МАМА ❤

Берегите именно сейчас. И цените каждый миг.",general,pos,ru
Проект X: Дорвались на FS.UA,general,neutral,ru
"А ты уже пилотку га голову одел,готовишся?",general,neutral,ru
Top Gear  - коммунистические автомобили 1,general,neutral,ru
Прекрасно!,general,pos,ru
люди иногда уходят,general,neutral,ru
"И вновь Ганготри: с новой группой веселых ребят - туристов, ищущих приключения на высокогорных треккингах, в соприкосновении с дикой природой, тысячелетними храмами, йогами, проживающими в этих местах и головокружительной атмосферой Индии, насыщенной ароматами специй, благовоний, вибрациями мантр и прочей экзотикой, присущей странам Азии. В этом туре так же посетили Бадринатх и совершили подъем к озеру Хемкунд Сахиб - Гималайскую святыню Сикхов. Планировалось посещение долины цветов, но говерменту пока не удалось восстановить мост- как они обещали к первым числам июня, разрушенный после известных событий прошлого года, поэтому треккинг в долину пока закрыт...",general,neutral,ru
посоветуйте интересный сериальчик!? фэнтези или детектив можно),general,neutral,ru
Чемпионат Москвы среди студентов 2016,general,neutral,ru
"Мари, я знаю что мы бы с тобой сейчас под эти песни обсуждали наше детство... И как всегда сошлись бы на том, что скучаем😏 я мечтаю встретить хоть капельку похожего на тебя человека!😎 Божечки, я так скучаю по тебе, мне не хватает слов, эмоций, слезы почти кончились.. Вчера была стадия отрицания😩 Уверена, что ты там улыбнешься и послушаешь наше любимое детское, но группа ""киш"" это перебор)) хахахахахаха "" доброе утро Мари""! Ты двигаешься в темпе? Надеюсь что да, потому что я уже ) я тебя очень, очень, очень , очень ❤",general,pos,ru
"Представляешь, эту вывеску мы увидели когда в отпуск ехали",general,neutral,ru
А за бортом все те же  - 40 С,general,neutral,ru
после знакомства с хорошим человеком часто говоришь его фразами(с),general,neutral,ru
😊😍😘 сегодня я стала крестной мамой  💝💕 @ Гора,general,pos,ru
Иначе никак,general,neutral,ru
"Вот этот саунд больше подошел бы ""Сталкеру""))",general,neutral,ru
но 20 часов дома это же очень мало....((( ничего не успеешь...,general,neg,ru
"А сколько среди нас мужчин, в минуты гнева, хотя бы просто не повышают голос на своих мам?!...",general,neg,ru
"Классно было бы, если бы люди, засыпая, не знали, где проснутся утром... Каждое утро - новая жизнь, новое прошлое и новое будущее...",general,neutral,ru
не надо меня поздравлять с сегодняшним праздником я мусульманин))),general,neutral,ru
Несколько минут чистого добречка ),general,pos,ru
угодайте что это?,general,neutral,ru
"Старенький, родненький Матюшенко) Сколько воспоминаний))",general,pos,ru
Иду по улице с довольной рожей:) Мне удивляется каждый прохожий ^_^,general,pos,ru
"Я сегодня стал дядей, у моей сестры родилась чудесная дочка.",general,pos,ru
"Женский юмор, но качественно.",general,pos,ru
Спасибо за фестиваль!!!! На битве магов было круто!!!))))) Получила море позитива))))))!!!!!!! До встречи через год!)))),general,pos,ru
"Мы родились -распался СССР,пошли в школу -начался дефолт,поступили в 
универ -стукнул кризис.Закончим универ -конец света.Поколение лохов",general,neg,ru
"наверно это очень плохо, что мне на всех похуй. ну кроме мамочки конечно.",general,neg,ru
"Welcome back , Карелия :) -26 , температура  настоящей зимы :3",general,pos,ru
"Осталась самая малость. Одному - сдать экзамены, другому - защитить диплом.",general,neutral,ru
"Как же хочется купить и прочитать книгу "" Режим Бога "" такое кстати название интресное как и "" Zona Icnignita """,general,pos,ru
Такое впечатление что ты одна и навсегда=*,general,pos,ru
Я стал папой!!!!!! У нас родилась папина доча))))))))),general,pos,ru
Ууууууу....радиация....,general,neutral,ru
"тварь,ненавижу!!!!!тебе от меня нужны лишь деньги!!!!!",general,neg,ru
"""Никогда не говори людям о своих проблемах, 80% ими не интересуются, остальные 20% рады что они у тебя есть!"".",general,neg,ru
Хороший был вечер)))),general,pos,ru
"Все вокруг счастливы, а я как всегда.",general,neg,ru
Пять минут назад...,general,neutral,ru
Я тебя люблю!!!!,general,pos,ru
"Привет всем. Был кто в Roxy Club (Чернигов), как там?",general,neutral,ru
Результат вчерашней тренировки спины 😉✌  фото без пампа 😆,general,neutral,ru
"Не иди туда, куда ведет дорога. Иди туда, где дороги нет, и оставь свой след.",general,neutral,ru
Очередной сезон сургутских игр разума подошёл к концу,general,neutral,ru
никого не узнал на фото? Под 619 и 502 номером? ;),general,neutral,ru
"Романтика, тентакли, эччи :3",general,pos,ru
"Я сделала чистку друзей, осталось всего лишь 150 чел. ))))",general,neutral,ru
самый счастливый момент в моей жизни ....,general,pos,ru
"Ты нежная. Ласковая, солнечная, милая, неповторимая, сияющая,

желанная и конечно же моя!!!!!!!!!!!",general,pos,ru
#красавица,general,pos,ru
запилим пьянку),general,neutral,ru
"Я сделал свой выбор! Я думаю, что ты намного круче, чем... Узнай, кто:",general,neutral,ru
Гепатопротекторы. Препараты для печени,general,neutral,ru
скоро вернусь,general,neutral,ru
кто этоо? это не шило ниразу!,general,neutral,ru
"Начал готовиться к первому зачёту. Пришла мысль о том, чтобы отчислиться. Закончил говориться к зачёту. Мысль не уходит.",general,neutral,ru
ахах=))Никогда пьяные не выбивай соседу нього дверь=))Ничего из этого хорошего не получится=))честно говорю=)),general,pos,ru
а мы все также верим в светлое будущее:),general,neutral,ru
"мне, пожалуйста, санкт-петербургер.",general,neutral,ru
"Не существует бесконечного запаса завтрашних дней, так что делай это сейчас!",general,neutral,ru
милый дед),general,pos,ru
Вот ведь как бывает.,general,neutral,ru
"Mangooutlet под заказ!
Доставка 7-10 дней

Супер легкие пуховики по супер цене!
Лови момент!",general,neutral,ru
"надеюсь,так запомнишь",general,neutral,ru
"Ёжики, котики, пупсики, заи,
мне тут такого про вас рассказали!
Будто бы вы, что ни день, на игле
в нашей игре.

Милые, нежные, самые лучшие,
сверхромантичные, благополучные,
вы мне скажите, только не нойте,
сколько вы стоите?

Ваша цена - медвежонок из плюша,
розы от Димы, iPad от Андрюши,
модные шмотки, клёвые тачки,
в общем - подачки!

(с) Максим Бурдин",general,neg,ru
Да простит меня Светцова,general,neutral,ru
Кто ты из футболистов Тест можно пройти тут 👉 vk.com/megatest#56902b6de4b0147b8a60f1e9,general,neutral,ru
"Этот своеобразный ""Карменский Кошкин Дом"" уважают все соседи и прохожие с 1094 года.
На протяжении веков, колонии кошек в этой зоне города пережили финикийцев, римлян, арабов, христианское перезавоевание и даже испанскую гражданскую войну. В одном из уголков находится их дом, крошечное здание с крышей, балконами и мраморным фонтаном, который похож на вход в ""страну чудес Алисы"".

Дом кошек  (Calle Museo, 9), Валенсия",general,neutral,ru
Войска Специального Назначения ГРУ,general,neutral,ru
История про детишек,general,neutral,ru
И всё таки жизнь прекрасна!!=),general,pos,ru
заболела((,general,neg,ru
Респект тебе) с Тиманом висишь)😂😂😂,general,pos,ru
Мои поклонники из числа девушек за последний месяц :),general,neutral,ru
"11 июня 2014г. Ушёл из жизни МАЛИК-САН. Прощание - 12.06.2014  12-00 г.Уфа, ул. Генерала Горбатова, 9",general,neg,ru
"Эт новый сингл их,а 23.07 выйдет новый альбом)ждмёс",general,neutral,ru
"Весны прекрасные черты..

Весны прекрасные черты
Поэта душу умиляют.
Своей невинной чистоты
Навек они не потеряют.

А зимней гордостью холодной
И белоснежной красотой,
В полёте думы благородной,
Зима пленяет нас с тобой.

В плену я так же у тебя,
В твоих очах бездонных,
Объятиях ко мне любя
И уст не омрачённых.

Так будь моим ты океаном,
Созвездием моей судьбы.
Пусть не окажутся обманом
Твои прекрасные черты.",general,pos,ru
"Мумий Тролль, мы готовы 💥! #stadiumlive",general,pos,ru
хочу себе такое,general,pos,ru
Ковалев (остальные у меня в видео) :),general,neutral,ru
а-ну протри!!!!!,general,neutral,ru
"Борис Кот 😉 
Не кидок,делает отличные аватарки,таблосы.
Обращайтесь к ниму:3",general,neutral,ru
Я задрот на 32%,general,neutral,ru
"5 - 0! Зенит ЧЕМПИОН! Мы Рады! Гуляем, Салюты....Всех с Победой!!! Аааааааааа!!!!!!!!!!!!!!!!",general,pos,ru
Зацените мой фотостатус!,general,neutral,ru
впервые попыталась нарисовать что-то в фш и это оказались делюксы. Хмм..думаю вышло неплохо..),general,pos,ru
"Принимаю участие во Всероссийском форуме депутатов- коммунистов. Встретил много боевых товарищей депутатов. Высказываются интересные предложения по работе с населением, по реализации функций местного самоуправления. Буду исследовать, изучать опыт коллег-депутатов - это необходимые знания для поступательного движения вперед.",general,pos,ru
фуууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууу в форме))))))))))))))),general,neg,ru
Наша любимая девочка!)),general,pos,ru
Доброты пост),general,pos,ru
Крутишка моя))*,general,pos,ru
"Набираю новеньких для работы на дому 
(не косметика, не продажи - все на легальном уровне, все документы имеются). 
🔹 Работа несложная, опыта не требует. 
🔹 Требования: желание работать и зарабатывать, хорошая обучаемость, доступ в интернет. 
🔹 График свободный, в среднем 2-3 часа в день. 
🔹 Дружный и отзывчивый коллектив. 
✉ По всем вопросам обращайтесь в личные сообщения-",general,neutral,ru
"Львы. 29 августа.

День сюрпризов блять! Сегодня возможно все: от признания вам в любви, до звонка из Поле Чудес - Якубовича Леонида, нах. Фартит, вам не на шутку. А хуйле!

:DDD",general,pos,ru
Комуто нужна песочная по нормальной цене???,general,neutral,ru
"Если стоит выбор между «да»
или «нет», то «да»! Сделайте
это. Поцелуйте, обнимите,
догоните, встретьтесь, скажите.
И пусть выйдет ерунда, зато
хоть попытались.",general,neutral,ru
Оотпууууск!!!!,general,pos,ru
Завтра день рождения [id82668788|Марины Логачевой].,general,neutral,ru
ахахахахах,general,pos,ru
Пиздец я поламал руку=((,general,neg,ru
"Трендовые Цвета весна-лето 2016, Pantone.
Сохраните себе, чтобы не забыть! Будьте всегда в тренде😊 А лучше звоните и приходите на встречу - расскажите о какой свадьбе мечтаете и мы вместе придумаем, как воплотить вашу мечту и сделать ее лучшей свадьбой 2016 года!",general,neutral,ru
"СОБИРАЕМ РЯД НА ТАКИЕ ТУФЕЛЬКИ!)) ОЧЕНЬ УДОБНЫЕ, НА СКАЛЕ. В РАЗМЕР! ЦЕНА 1450РУБ. РАЗМЕРЫ 35/36/37/38/39/40",general,neutral,ru
Это очень круто))),general,pos,ru
статус...французский...нет слов...всю малину мне портит...(((,general,neg,ru
Кого- то напоминает.),general,neutral,ru
вова нажми на эту ссылку. посмотри фотк у и почитай коментарии. пипец ваще**,general,neg,ru
